COMMUNE;DEPT;CODE POSTAL;LAT;LON
Dommiers;2;2600;49.329;3.216
Domptin;2;2310;49.016;3.273
Dorengt;2;2450;49.965;3.703
Douchy;2;2590;49.794;3.13
Dravegny;2;2130;49.239;3.641
Droizy;2;2210;49.277;3.39
Dury;2;2480;49.751;3.134
Ébouleau;2;2350;49.678;3.883
Effry;2;2500;49.919;3.988
Englancourt;2;2260;49.926;3.807
Épagny;2;2290;49.472;3.254
Éparcy;2;2500;49.886;4.07
Épaux-Bézu;2;2400;49.103;3.354
Épieds;2;2400;49.104;3.451
L'Épine-aux-Bois;2;2540;48.899;3.444
Eppes;2;2840;49.552;3.74
Erlon;2;2250;49.735;3.705
Erloy;2;2260;49.92;3.838
Esquéhéries;2;2170;49.982;3.753
Essigny-le-Grand;2;2690;49.774;3.272
Essigny-le-Petit;2;2100;49.896;3.367
Essises;2;2570;48.967;3.414
Essômes-sur-Marne;2;2400;49.034;3.34
Estrées;2;2420;49.971;3.28
Étampes-sur-Marne;2;2400;49.032;3.418
Étaves-et-Bocquiaux;2;2110;49.931;3.451
Étouvelles;2;2000;49.519;3.582
Étréaupont;2;2580;49.896;3.924
Étreillers;2;2590;49.833;3.158
Étrépilly;2;2400;49.082;3.348
Étreux;2;2510;50.0;3.659
Évergnicourt;2;2190;49.456;4.036
Faverolles;2;2600;49.227;3.178
Fayet;2;2100;49.871;3.253
La Fère;2;2800;49.666;3.369
Fère-en-Tardenois;2;2130;49.188;3.511
La Ferté-Chevresis;2;2270;49.741;3.551
La Ferté-Milon;2;2460;49.176;3.142
Fesmy-le-Sart;2;2450;50.048;3.698
Festieux;2;2840;49.525;3.76
Fieulaine;2;2110;49.902;3.446
Filain;2;2000;49.453;3.557
La Flamengrie;2;2260;50.0;3.925
Flavigny-le-Grand-et-Beaurain;2;2120;49.887;3.674
Flavy-le-Martel;2;2520;49.705;3.194
Fleury;2;2600;49.265;3.16
Fluquières;2;2590;49.8;3.157
Folembray;2;2670;49.549;3.293
Fonsomme;2;2110;49.901;3.396
Fontaine-lès-Clercs;2;2680;49.808;3.212
Fontaine-lès-Vervins;2;2140;49.854;3.905
Fontaine-Notre-Dame;2;2110;49.879;3.424
Fontaine-Uterte;2;2110;49.925;3.368
Fontenelle;2;2170;50.031;3.846
Fontenoy;2;2290;49.41;3.194
Foreste;2;2590;49.806;3.096
Fossoy;2;2650;49.045;3.485
Fourdrain;2;2870;49.619;3.46
Francilly-Selency;2;2760;49.855;3.228
Franqueville;2;2140;49.816;3.798
Fresnes-en-Tardenois;2;2130;49.143;3.549
Fresnes-sous-Coucy;2;2380;49.555;3.37
Fresnoy-le-Grand;2;2230;49.954;3.419
Fressancourt;2;2800;49.628;3.427
Frières-Faillouël;2;2700;49.684;3.237
Froidestrées;2;2260;49.943;3.91
Froidmont-Cohartille;2;2270;49.682;3.721
Gandelu;2;2810;49.083;3.182
Gauchy;2;2430;49.824;3.286
Gercy;2;2140;49.816;3.871
Gergny;2;2260;49.933;3.93
Germaine;2;2590;49.812;3.119
Gibercourt;2;2440;49.739;3.283
Gizy;2;2350;49.61;3.768
Gland;2;2400;49.058;3.457
Goudelancourt-lès-Berrieux;2;2820;49.495;3.859
Goudelancourt-lès-Pierrepont;2;2350;49.678;3.852
Goussancourt;2;2130;49.161;3.657
Gouy;2;2420;49.999;3.265
Grandlup-et-Fay;2;2350;49.651;3.736
Grandrieux;2;2360;49.729;4.188
Gricourt;2;2100;49.887;3.24
Grisolles;2;2210;49.13;3.372
Gronard;2;2140;49.796;3.882
Grougis;2;2110;49.951;3.531
Grugies;2;2680;49.81;3.275
Villeneuve-sur-Aisne;2;2190;49.443;3.955
Guise;2;2120;49.896;3.625
Guivry;2;2300;49.652;3.121
Guny;2;2300;49.512;3.261
Guyencourt;2;2160;49.357;3.841
Hannapes;2;2510;49.977;3.614
Happencourt;2;2480;49.783;3.183
Haramont;2;2600;49.287;3.032
Harcigny;2;2140;49.803;3.983
Hargicourt;2;2420;49.966;3.191
Harly;2;2100;49.841;3.335
Hartennes-et-Taux;2;2210;49.279;3.358
Hary;2;2140;49.797;3.919
Lehaucourt;2;2420;49.912;3.277
Hautevesnes;2;2810;49.109;3.236
Hauteville;2;2120;49.888;3.524
Haution;2;2140;49.872;3.827
La Hérie;2;2500;49.884;4.044
Le Hérie-la-Viéville;2;2120;49.822;3.654
Hinacourt;2;2440;49.746;3.294
Hirson;2;2500;49.943;4.105
Holnon;2;2760;49.861;3.201
Homblières;2;2720;49.858;3.375
Houry;2;2140;49.786;3.848
Housset;2;2250;49.796;3.695
Iron;2;2510;49.95;3.665
Itancourt;2;2240;49.803;3.349
Iviers;2;2360;49.786;4.136
Jaulgonne;2;2850;49.09;3.534
Jeancourt;2;2490;49.929;3.148
Jeantes;2;2140;49.813;4.067
Joncourt;2;2420;49.96;3.304
Jouaignes;2;2220;49.293;3.528
Jumencourt;2;2380;49.512;3.349
Jumigny;2;2160;49.408;3.725
Jussy;2;2480;49.717;3.236
Juvigny;2;2880;49.449;3.315
Juvincourt-et-Damary;2;2190;49.447;3.892
Laffaux;2;2880;49.45;3.43
Laigny;2;2140;49.863;3.861
Lanchy;2;2590;49.829;3.074
Landifay-et-Bertaignemont;2;2120;49.826;3.604
Landouzy-la-Cour;2;2140;49.844;3.994
Landouzy-la-Ville;2;2140;49.856;4.05
Landricourt;2;2380;49.505;3.37
Laniscourt;2;2000;49.547;3.534
Laon;2;2000;49.568;3.621
Lappion;2;2150;49.59;3.965
Largny-sur-Automne;2;2600;49.261;3.054
Latilly;2;2210;49.154;3.312
Launoy;2;2210;49.263;3.405
Laval-en-Laonnois;2;2860;49.503;3.588
Lavaqueresse;2;2450;49.946;3.717
Laversine;2;2600;49.353;3.155
Lemé;2;2140;49.844;3.758
Lempire;2;2420;49.995;3.174
Lerzy;2;2260;49.95;3.881
Leschelle;2;2170;49.961;3.777
Lesdins;2;2100;49.904;3.315
Lesges;2;2220;49.31;3.5
Lesquielles-Saint-Germain;2;2120;49.932;3.628
Leuilly-sous-Coucy;2;2380;49.473;3.353
Leury;2;2880;49.427;3.341
Leuze;2;2500;49.858;4.17
Levergies;2;2420;49.934;3.312
Lhuys;2;2220;49.273;3.542
Licy-Clignon;2;2810;49.102;3.265
Lierval;2;2860;49.488;3.622
Liesse-Notre-Dame;2;2350;49.611;3.817
Liez;2;2700;49.692;3.3
Limé;2;2220;49.324;3.555
Lislet;2;2340;49.676;4.021
Logny-lès-Aubenton;2;2500;49.833;4.22
Longpont;2;2600;49.284;3.221
Les Septvallons;2;2160;49.36;3.656
Lor;2;2190;49.53;4.054
Louâtre;2;2600;49.253;3.242
Loupeigne;2;2130;49.241;3.525
Lucy-le-Bocage;2;2400;49.055;3.276
Lugny;2;2140;49.782;3.812
Luzoir;2;2500;49.927;3.96
Ly-Fontaine;2;2440;49.732;3.311
Maast-et-Violaine;2;2220;49.293;3.457
Mâchecourt;2;2350;49.652;3.838
Macogny;2;2470;49.159;3.218
Macquigny;2;2120;49.873;3.571
Magny-la-Fosse;2;2420;49.937;3.276
Maissemy;2;2490;49.893;3.189
Maizy;2;2160;49.377;3.716
La Malmaison;2;2190;49.516;4.001
Malzy;2;2120;49.921;3.73
Manicamp;2;2300;49.565;3.18
Marchais;2;2350;49.585;3.822
Dhuys et Morin-en-Brie;2;2540;48.894;3.493
Marcy;2;2720;49.854;3.411
Marcy-sous-Marle;2;2250;49.746;3.734
Marest-Dampcourt;2;2300;49.594;3.146
Mareuil-en-Dôle;2;2130;49.242;3.561
Marfontaine;2;2140;49.808;3.764
Margival;2;2880;49.433;3.406
Marigny-en-Orxois;2;2810;49.053;3.223
Marizy-Sainte-Geneviève;2;2470;49.182;3.198
Marizy-Saint-Mard;2;2470;49.182;3.228
Marle;2;2250;49.745;3.765
Marly-Gomont;2;2120;49.891;3.785
Martigny;2;2500;49.867;4.134
Martigny-Courpierre;2;2860;49.49;3.687
Mauregny-en-Haye;2;2820;49.541;3.798
Mayot;2;2800;49.709;3.398
Mennessis;2;2700;49.692;3.275
Mennevret;2;2630;49.992;3.559
Mercin-et-Vaux;2;2200;49.371;3.271
Merlieux-et-Fouquerolles;2;2000;49.514;3.499
Mesbrecourt-Richecourt;2;2270;49.71;3.537
Mesnil-Saint-Laurent;2;2720;49.829;3.364
Meurival;2;2160;49.357;3.759
Mézières-sur-Oise;2;2240;49.792;3.387
Mézy-Moulins;2;2650;49.063;3.512
Missy-aux-Bois;2;2200;49.335;3.247
Missy-lès-Pierrepont;2;2350;49.628;3.784
Missy-sur-Aisne;2;2880;49.386;3.438
Molain;2;2110;50.034;3.53
Molinchart;2;2000;49.562;3.54
Monampteuil;2;2000;49.476;3.574
Monceau-le-Neuf-et-Faucouzy;2;2270;49.785;3.631
Monceau-lès-Leups;2;2270;49.662;3.486
Monceau-le-Waast;2;2840;49.622;3.717
Monceau-sur-Oise;2;2120;49.91;3.7
Mondrepuis;2;2500;49.964;4.051
Monnes;2;2470;49.146;3.229
Mons-en-Laonnois;2;2000;49.538;3.555
Montaigu;2;2820;49.553;3.844
Montbavin;2;2000;49.53;3.513
Montbrehain;2;2110;49.964;3.356
Montchâlons;2;2860;49.513;3.727
Montcornet;2;2340;49.689;4.029
Mont-d'Origny;2;2390;49.852;3.527
Montescourt-Lizerolles;2;2440;49.736;3.262
Montfaucon;2;2540;48.947;3.432
Montgobert;2;2600;49.29;3.174
Montgru-Saint-Hilaire;2;2210;49.177;3.327
Monthenault;2;2860;49.489;3.656
Monthiers;2;2400;49.109;3.294
Monthurel;2;2330;49.028;3.552
Montigny-en-Arrouaise;2;2110;49.912;3.483
Montigny-l'Allier;2;2810;49.122;3.107
Montigny-le-Franc;2;2250;49.688;3.918
Montigny-Lengrain;2;2290;49.373;3.099
Montigny-lès-Condé;2;2330;48.983;3.566
Montigny-sous-Marle;2;2250;49.741;3.804
Montigny-sur-Crécy;2;2270;49.715;3.584
Montlevon;2;2330;48.963;3.515
Montloué;2;2340;49.668;4.063
Mont-Notre-Dame;2;2220;49.292;3.582
Montreuil-aux-Lions;2;2310;49.026;3.194
Mont-Saint-Jean;2;2360;49.793;4.211
Mont-Saint-Martin;2;2220;49.275;3.643
Mont-Saint-Père;2;2400;49.082;3.477
Morcourt;2;2100;49.876;3.334
Morgny-en-Thiérache;2;2360;49.754;4.076
Morsain;2;2290;49.462;3.191
Mortefontaine;2;2600;49.336;3.08
Mortiers;2;2270;49.694;3.664
Moulins;2;2160;49.42;3.679
Moussy-Verneuil;2;2160;49.413;3.637
Moÿ-de-l'Aisne;2;2610;49.75;3.351
Muret-et-Crouttes;2;2210;49.278;3.435
Muscourt;2;2160;49.36;3.744
Nampcelles-la-Cour;2;2140;49.777;4.002
Nampteuil-sous-Muret;2;2200;49.305;3.434
Nanteuil-la-Fosse;2;2880;49.434;3.448
Nanteuil-Notre-Dame;2;2210;49.191;3.412
Nauroy;2;2420;49.951;3.259
Nesles-la-Montagne;2;2400;49.0;3.446
Neufchâtel-sur-Aisne;2;2190;49.437;4.024
Neuflieux;2;2300;49.616;3.16
Neuilly-Saint-Front;2;2470;49.163;3.264
Neuve-Maison;2;2500;49.929;4.041
La Neuville-Bosmont;2;2250;49.714;3.834
La Neuville-en-Beine;2;2300;49.676;3.156
La Neuville-Housset;2;2250;49.788;3.732
La Neuville-lès-Dorengt;2;2450;49.983;3.686
Neuville-Saint-Amand;2;2100;49.821;3.334
Neuville-sur-Ailette;2;2860;49.47;3.698
Neuville-sur-Margival;2;2880;49.455;3.399
Neuvillette;2;2390;49.855;3.468
Nizy-le-Comte;2;2150;49.574;4.031
Nogentel;2;2400;49.014;3.403
Nogent-l'Artaud;2;2310;48.943;3.333
Noircourt;2;2340;49.669;4.094
Noroy-sur-Ourcq;2;2600;49.204;3.207
Le Nouvion-en-Thiérache;2;2170;50.009;3.809
Nouvion-et-Catillon;2;2270;49.708;3.494
Nouvion-le-Comte;2;2800;49.708;3.461
Nouvion-le-Vineux;2;2860;49.509;3.605
Nouvron-Vingré;2;2290;49.433;3.188
Noyales;2;2120;49.908;3.538
Bernoy-le-Château;2;2200;49.332;3.334
Œuilly;2;2160;49.393;3.682
Ognes;2;2300;49.614;3.191
Ohis;2;2500;49.918;4.012
Oigny-en-Valois;2;2600;49.214;3.13
Oisy;2;2450;50.023;3.653
Ollezy;2;2480;49.73;3.146
Omissy;2;2100;49.88;3.298
Orainville;2;2190;49.376;4.016
Orgeval;2;2860;49.504;3.703
Origny-en-Thiérache;2;2550;49.886;4.011
Origny-Sainte-Benoite;2;2390;49.827;3.529
Osly-Courtil;2;2290;49.4;3.237
Ostel;2;2370;49.43;3.565
Oulches-la-Vallée-Foulon;2;2160;49.431;3.74
Oulchy-la-Ville;2;2210;49.21;3.341
Oulchy-le-Château;2;2210;49.207;3.382
Paars;2;2220;49.33;3.603
Paissy;2;2160;49.426;3.702
Pancy-Courtecon;2;2860;49.461;3.65
Papleux;2;2260;50.017;3.88
Parcy-et-Tigny;2;2210;49.27;3.329
Parfondeval;2;2360;49.744;4.162
Parfondru;2;2840;49.538;3.704
Pargnan;2;2160;49.394;3.703
Pargny-Filain;2;2000;49.463;3.539
Pargny-la-Dhuys;2;2330;48.955;3.564
Pargny-les-Bois;2;2270;49.732;3.618
Parpeville;2;2240;49.794;3.564
Pasly;2;2200;49.402;3.298
Passy-en-Valois;2;2470;49.162;3.184
Passy-sur-Marne;2;2850;49.066;3.574
Pavant;2;2310;48.953;3.284
Pernant;2;2200;49.376;3.23
Pierremande;2;2300;49.567;3.258
Pierrepont;2;2350;49.648;3.788
Pignicourt;2;2190;49.409;4.03
Pinon;2;2320;49.488;3.462
Pithon;2;2480;49.756;3.104
Pleine-Selve;2;2240;49.797;3.526
Le Plessier-Huleu;2;2210;49.239;3.348
Ploisy;2;2200;49.331;3.275
Plomion;2;2140;49.819;4.02
Ployart-et-Vaurseine;2;2860;49.493;3.74
Pommiers;2;2200;49.392;3.279
Pont-Arcy;2;2160;49.392;3.62
Pontavert;2;2160;49.418;3.82
Pontru;2;2490;49.922;3.201
Pontruet;2;2490;49.915;3.23
Pont-Saint-Mard;2;2380;49.494;3.279
Pouilly-sur-Serre;2;2270;49.678;3.586
Prémont;2;2110;50.014;3.397
Prémontré;2;2320;49.549;3.418
Presles-et-Boves;2;2370;49.39;3.54
Presles-et-Thierny;2;2860;49.514;3.625
Priez;2;2470;49.131;3.263
Prisces;2;2140;49.772;3.863
Proisy;2;2120;49.891;3.752
Proix;2;2120;49.902;3.574
Prouvais;2;2190;49.476;3.972
Proviseux-et-Plesnoy;2;2190;49.478;4.016
Puiseux-en-Retz;2;2600;49.293;3.134
Puisieux-et-Clanlieu;2;2120;49.847;3.664
Quierzy;2;2300;49.564;3.146
Quincy-Basse;2;2380;49.509;3.385
Quincy-sous-le-Mont;2;2220;49.308;3.559
Raillimont;2;2360;49.702;4.159
Ramicourt;2;2110;49.958;3.331
Regny;2;2240;49.834;3.421
Remaucourt;2;2100;49.895;3.35
Remies;2;2270;49.679;3.525
Remigny;2;2440;49.714;3.295
Renansart;2;2240;49.734;3.453
Renneval;2;2340;49.739;4.037
Résigny;2;2360;49.741;4.21
Ressons-le-Long;2;2290;49.388;3.141
Retheuil;2;2600;49.319;3.004
Reuilly-Sauvigny;2;2850;49.051;3.564
Ribeauville;2;2110;50.037;3.588
Ribemont;2;2240;49.788;3.47
Rocourt-Saint-Martin;2;2210;49.145;3.389
Rocquigny;2;2260;50.019;3.973
Rogécourt;2;2800;49.649;3.416
Rogny;2;2140;49.767;3.821
Romeny-sur-Marne;2;2310;48.985;3.334
Romery;2;2120;49.888;3.733
Ronchères;2;2130;49.14;3.602
Roucy;2;2160;49.375;3.82
Rougeries;2;2140;49.806;3.787
Roupy;2;2590;49.812;3.182
Rouvroy;2;2100;49.858;3.333
Rouvroy-sur-Serre;2;2360;49.715;4.176
Royaucourt-et-Chailvet;2;2000;49.512;3.538
Rozet-Saint-Albin;2;2210;49.198;3.297
Rozières-sur-Crise;2;2200;49.323;3.371
Rozoy-Bellevalle;2;2540;48.924;3.45
Grand-Rozoy;2;2210;49.242;3.382
Rozoy-sur-Serre;2;2360;49.706;4.131
Saconin-et-Breuil;2;2200;49.351;3.247
Sains-Richaumont;2;2120;49.828;3.705
Saint-Algis;2;2260;49.894;3.826
Saint-Aubin;2;2300;49.51;3.188
Saint-Bandry;2;2290;49.364;3.15
Saint-Christophe-à-Berry;2;2290;49.429;3.13
Saint-Clément;2;2360;49.775;4.073
Sainte-Croix;2;2820;49.48;3.781
Saint-Erme-Outre-et-Ramecourt;2;2820;49.518;3.864
Saint-Eugène;2;2330;49.016;3.517
Sainte-Geneviève;2;2340;49.725;4.074
Saint-Gengoulph;2;2810;49.119;3.215
Saint-Gobain;2;2410;49.595;3.394
Saint-Gobert;2;2140;49.804;3.832
Saint-Mard;2;2220;49.381;3.589
Saint-Martin-Rivière;2;2110;50.044;3.555
Saint-Michel;2;2830;49.926;4.153
Saint-Nicolas-aux-Bois;2;2410;49.597;3.439
Saint-Paul-aux-Bois;2;2300;49.544;3.203
Saint-Pierre-Aigle;2;2600;49.312;3.196
Saint-Pierre-lès-Franqueville;2;2140;49.824;3.814
Saint-Pierremont;2;2250;49.714;3.876
Sainte-Preuve;2;2350;49.617;3.911
Saint-Quentin;2;2100;49.847;3.278
Saint-Rémy-Blanzy;2;2210;49.246;3.308
Saint-Simon;2;2640;49.746;3.183
Saint-Thomas;2;2820;49.501;3.819
Samoussy;2;2840;49.587;3.743
Sancy-les-Cheminots;2;2880;49.439;3.476
Saponay;2;2130;49.214;3.484
Saulchery;2;2310;48.976;3.313
Savy;2;2590;49.834;3.198
Seboncourt;2;2110;49.963;3.494
Selens;2;2300;49.494;3.206
La Selve;2;2150;49.57;3.995
Septmonts;2;2200;49.338;3.362
Septvaux;2;2410;49.57;3.387
Sequehart;2;2420;49.932;3.341
Serain;2;2110;50.025;3.363
Seraucourt-le-Grand;2;2790;49.78;3.218
Serches;2;2220;49.332;3.45
Sergy;2;2130;49.183;3.571
Seringes-et-Nesles;2;2130;49.212;3.559
Sermoise;2;2220;49.372;3.447
Serval;2;2160;49.352;3.683
Servais;2;2700;49.619;3.342
Séry-lès-Mézières;2;2240;49.765;3.423
Silly-la-Poterie;2;2460;49.196;3.15
Sinceny;2;2300;49.591;3.269
Sissonne;2;2150;49.564;3.92
Sissy;2;2240;49.811;3.421
Soissons;2;2200;49.379;3.325
Soize;2;2340;49.698;4.086
Sommelans;2;2470;49.135;3.293
Sommeron;2;2260;49.957;3.946
Sommette-Eaucourt;2;2480;49.727;3.12
Sons-et-Ronchères;2;2270;49.769;3.668
Sorbais;2;2580;49.914;3.883
Soucy;2;2600;49.321;3.123
Soupir;2;2160;49.411;3.6
Le Sourd;2;2140;49.866;3.752
Surfontaine;2;2240;49.747;3.48
Taillefontaine;2;2600;49.31;3.05
Tannières;2;2220;49.287;3.55
Tartiers;2;2290;49.44;3.232
Tavaux-et-Pontséricourt;2;2250;49.73;3.919
Tergnier;2;2700;49.657;3.299
Terny-Sorny;2;2880;49.447;3.369
Thenailles;2;2140;49.815;3.952
Thenelles;2;2390;49.832;3.459
Thiernu;2;2250;49.765;3.78
Le Thuel;2;2340;49.641;4.089
Torcy-en-Valois;2;2810;49.083;3.274
Toulis-et-Attencourt;2;2250;49.697;3.75
Travecy;2;2800;49.686;3.345
Trefcon;2;2490;49.859;3.089
Trélou-sur-Marne;2;2850;49.092;3.602
Troësnes;2;2460;49.198;3.177
Trosly-Loire;2;2300;49.518;3.232
Trucy;2;2860;49.472;3.611
Tugny-et-Pont;2;2640;49.77;3.161
Tupigny;2;2120;49.971;3.594
Ugny-le-Gay;2;2300;49.661;3.157
Urcel;2;2000;49.494;3.557
Urvillers;2;2690;49.79;3.316
Vadencourt;2;2120;49.923;3.574
Vailly-sur-Aisne;2;2370;49.411;3.52
La Vallée-au-Blé;2;2140;49.857;3.794
La Vallée-Mulâtre;2;2110;50.026;3.561
Variscourt;2;2190;49.415;3.981
Vassens;2;2290;49.476;3.156
Vasseny;2;2220;49.356;3.489
Vassogne;2;2160;49.42;3.73
Vaucelles-et-Beffecourt;2;2000;49.521;3.559
Vaudesson;2;2320;49.475;3.487
Vauxrezis;2;2200;49.42;3.277
Vauxaillon;2;2320;49.477;3.408
Vaux-Andigny;2;2110;50.011;3.523
Vauxbuin;2;2200;49.357;3.296
Vaux-en-Vermandois;2;2590;49.824;3.136
Vauxtin;2;2220;49.346;3.602
Vendelles;2;2490;49.908;3.138
Vendeuil;2;2800;49.72;3.345
Vendhuile;2;2420;50.012;3.209
Vendières;2;2540;48.873;3.443
Vendresse-Beaulne;2;2160;49.432;3.657
Vénérolles;2;2510;49.99;3.63
Venizel;2;2200;49.368;3.392
Verdilly;2;2400;49.074;3.422
Le Verguier;2;2490;49.923;3.169
Grand-Verly;2;2120;49.943;3.581
Petit-Verly;2;2630;49.958;3.563
Vermand;2;2490;49.884;3.152
Verneuil-sous-Coucy;2;2380;49.545;3.319
Verneuil-sur-Serre;2;2000;49.644;3.679
Versigny;2;2800;49.658;3.443
Vervins;2;2140;49.835;3.925
Vesles-et-Caumont;2;2350;49.675;3.79
Veslud;2;2840;49.539;3.731
Veuilly-la-Poterie;2;2810;49.083;3.219
Vézaponin;2;2290;49.467;3.223
Vézilly;2;2130;49.187;3.683
Vic-sur-Aisne;2;2290;49.411;3.109
Vichel-Nanteuil;2;2210;49.182;3.299
Viel-Arcy;2;2160;49.379;3.626
Viels-Maisons;2;2540;48.907;3.396
Vierzy;2;2210;49.287;3.278
Viffort;2;2540;48.958;3.47
Vigneux-Hocquet;2;2340;49.744;3.995
La Ville-aux-Bois-lès-Dizy;2;2340;49.663;3.982
La Ville-aux-Bois-lès-Pontavert;2;2160;49.427;3.851
Villemontoire;2;2210;49.3;3.322
Villeneuve-Saint-Germain;2;2200;49.379;3.362
Villeneuve-sur-Fère;2;2130;49.171;3.476
Villequier-Aumont;2;2300;49.661;3.198
Villeret;2;2420;49.949;3.188
Villers-Agron-Aiguizy;2;2130;49.163;3.716
Villers-Cotterêts;2;2600;49.239;3.096
Villers-Hélon;2;2600;49.265;3.268
Villers-le-Sec;2;2240;49.771;3.505
Villers-lès-Guise;2;2120;49.926;3.682
Villers-Saint-Christophe;2;2590;49.78;3.091
Villers-sur-Fère;2;2130;49.172;3.532
Ville-Savoye;2;2220;49.293;3.638
Villiers-Saint-Denis;2;2310;48.998;3.261
Vincy-Reuil-et-Magny;2;2340;49.714;4.045
Viry-Noureuil;2;2300;49.638;3.248
Vivaise;2;2870;49.623;3.564
Vivières;2;2600;49.305;3.092
Voharies;2;2140;49.787;3.792
Vorges;2;2860;49.518;3.651
Voulpaix;2;2140;49.839;3.833
Voyenne;2;2250;49.716;3.738
Vregny;2;2880;49.414;3.42
Vuillery;2;2880;49.431;3.388
Wassigny;2;2630;50.018;3.599
Watigny;2;2830;49.916;4.2
Wiège-Faty;2;2120;49.883;3.713
Wimy;2;2500;49.948;3.997
Wissignicourt;2;2320;49.53;3.441
Abrest;3;3200;46.096;3.45
Agonges;3;3210;46.618;3.149
Ainay-le-Château;3;3360;46.716;2.721
Andelaroche;3;3120;46.25;3.746
Archignat;3;3380;46.367;2.41
Arfeuilles;3;3120;46.143;3.743
Arpheuilles-Saint-Priest;3;3420;46.227;2.665
Arronnes;3;3250;46.052;3.575
Aubigny;3;3460;46.673;3.162
Audes;3;3190;46.461;2.559
Aurouër;3;3460;46.683;3.305
Autry-Issards;3;3210;46.545;3.123
Avermes;3;3000;46.598;3.319
Avrilly;3;3130;46.332;3.967
Bagneux;3;3460;46.646;3.204
Barberier;3;3140;46.22;3.249
Barrais-Bussolles;3;3120;46.284;3.698
Bayet;3;3500;46.258;3.277
Beaulon;3;3230;46.587;3.669
Beaune-d'Allier;3;3390;46.273;2.891
Bègues;3;3800;46.123;3.143
Bellenaves;3;3330;46.206;3.066
Bellerive-sur-Allier;3;3700;46.122;3.397
Bert;3;3130;46.328;3.702
Bessay-sur-Allier;3;3340;46.451;3.368
Besson;3;3210;46.481;3.255
Bézenet;3;3170;46.332;2.849
Billezois;3;3120;46.21;3.577
Billy;3;3260;46.232;3.44
Biozat;3;3800;46.081;3.289
Bizeneuille;3;3170;46.402;2.731
Blomard;3;3390;46.288;2.963
Bost;3;3300;46.183;3.506
Boucé;3;3150;46.32;3.492
Le Bouchaud;3;3130;46.307;3.907
Bourbon-l'Archambault;3;3160;46.584;3.051
Braize;3;3360;46.659;2.654
Bransat;3;3500;46.329;3.217
Bresnay;3;3210;46.434;3.249
Bressolles;3;3000;46.528;3.296
Le Brethon;3;3350;46.584;2.715
Le Breuil;3;3120;46.177;3.669
Broût-Vernet;3;3110;46.196;3.288
Brugheas;3;3700;46.073;3.366
Busset;3;3270;46.057;3.515
Buxières-les-Mines;3;3440;46.47;2.955
La Celle;3;3600;46.228;2.779
Cérilly;3;3350;46.626;2.809
Cesset;3;3500;46.299;3.199
La Chabanne;3;3250;46.024;3.752
Chambérat;3;3370;46.414;2.426
Chamblet;3;3170;46.328;2.713
Chantelle;3;3140;46.236;3.16
Chapeau;3;3340;46.492;3.516
La Chapelaude;3;3380;46.428;2.504
La Chapelle;3;3300;46.089;3.588
La Chapelle-aux-Chasses;3;3230;46.66;3.53
Chappes;3;3390;46.383;2.944
Chareil-Cintrat;3;3140;46.266;3.23
Charmeil;3;3110;46.16;3.393
Charmes;3;3800;46.083;3.246
Charroux;3;3140;46.182;3.164
Chassenard;3;3510;46.442;3.973
Château-sur-Allier;3;3320;46.782;2.987
Châtel-de-Neuvre;3;3500;46.416;3.298
Châtel-Montagne;3;3250;46.1;3.717
Châtelperron;3;3220;46.397;3.633
Châtelus;3;3120;46.198;3.725
Châtillon;3;3210;46.462;3.128
Chavenon;3;3440;46.422;2.952
Chavroches;3;3220;46.354;3.597
Chazemais;3;3370;46.487;2.519
Chemilly;3;3210;46.478;3.313
Chevagnes;3;3230;46.608;3.564
Chezelle;3;3140;46.213;3.112
Chézy;3;3230;46.612;3.459
Chirat-l'Église;3;3330;46.246;3.032
Chouvigny;3;3450;46.126;3.005
Cindré;3;3220;46.323;3.551
Cognat-Lyonne;3;3110;46.107;3.298
Colombier;3;3600;46.267;2.794
Commentry;3;3600;46.279;2.749
Contigny;3;3500;46.346;3.315
Cosne-d'Allier;3;3430;46.483;2.823
Coulandon;3;3000;46.555;3.245
Coulanges;3;3470;46.475;3.863
Couleuvre;3;3320;46.674;2.897
Courçais;3;3370;46.464;2.449
Coutansouze;3;3330;46.205;3.008
Couzon;3;3160;46.644;3.114
Créchy;3;3150;46.27;3.424
Cressanges;3;3240;46.444;3.171
Creuzier-le-Neuf;3;3300;46.178;3.463
Creuzier-le-Vieux;3;3300;46.161;3.434
Cusset;3;3300;46.138;3.483
Deneuille-lès-Chantelle;3;3140;46.253;3.146
Deneuille-les-Mines;3;3170;46.378;2.776
Désertines;3;3630;46.357;2.627
Deux-Chaises;3;3240;46.375;3.041
Diou;3;3290;46.523;3.737
Domérat;3;3410;46.368;2.544
Dompierre-sur-Besbre;3;3290;46.531;3.676
Le Donjon;3;3130;46.345;3.8
Doyet;3;3170;46.343;2.792
Droiturier;3;3120;46.227;3.705
Durdat-Larequille;3;3310;46.254;2.697
Ébreuil;3;3450;46.118;3.074
Échassières;3;3330;46.196;2.946
Escurolles;3;3110;46.142;3.268
Espinasse-Vozelle;3;3110;46.129;3.335
Estivareilles;3;3190;46.425;2.625
Étroussat;3;3140;46.22;3.221
Ferrières-sur-Sichon;3;3250;46.02;3.648
La Ferté-Hauterive;3;3340;46.396;3.336
Fleuriel;3;3140;46.287;3.162
Fourilles;3;3140;46.244;3.198
Franchesse;3;3160;46.644;3.037
